product_id,product_name,category,price,available_stock,launch_date,is_available,rating
1,Coconut Almond Granola,,133,471,2/16/2025,false,3
2,Savory Oatmeal,,196,379,3/4/2025,true,1
3,Balsamic Glazed Brussels Sprouts,,65,459,7/23/2024,false,1
4,Sweet and Spicy Barbecue Sauce,,186,846,1/15/2025,true,2
5,Children's Gardening Set,,341,414,5/3/2025,false,1
6,Mediterranean Couscous,,334,616,10/18/2024,true,4
7,Instant Camera,,40,880,9/29/2024,true,2
8,Stylish Wireless Earbuds,,195,886,11/1/2024,true,3
9,Oats,,377,371,4/6/2025,false,5
10,Asian Noodle Salad Kit,,450,534,4/2/2025,true,1
11,Blackberry Compote,,300,901,11/7/2024,true,5
12,Vacuum Sealer Machine,,463,603,9/9/2024,true,1
13,Sweet Pea Hummus,,387,505,12/18/2024,false,5
14,Portable Hammock,,340,387,9/2/2024,false,2
15,Basmati Rice,,283,769,5/9/2025,true,2
16,Blue Corn Tortilla Chips,,381,114,2/10/2025,true,4
17,Pet Training Pads,,129,785,6/13/2025,false,4
18,Decorative LED Neon Sign,,246,355,9/8/2024,true,5
19,Sliced Cheese,,202,812,10/11/2024,false,2
20,Infrared Space Heater,,143,485,11/25/2024,true,2
21,Spicy Vegetable Sushi Rolls,,30,842,9/12/2024,true,3
22,Buffalo Chicken Dip,,466,575,6/18/2025,false,3
23,Bird Feeder,,340,633,12/23/2024,false,1
24,Spinach and Feta Stuffed Chicken Breast,,398,48,10/19/2024,true,2
25,Granola Clusters,,142,151,7/25/2024,false,4
26,Children's Gardening Set,,99,601,7/2/2025,false,5
27,High-Speed HDMI Cable,,301,408,7/22/2024,false,5
28,Sesame Noodles,,268,94,11/26/2024,false,5
29,Portable Charcoal Grill,,322,722,1/22/2025,true,3
30,Curried Lentil Salad,,15,28,1/31/2025,true,1
31,Personal Blender,,158,422,3/15/2025,true,5
32,Personal Blender with Cups,,41,225,8/5/2024,true,4
33,Portable Charcoal Grill,,295,725,1/2/2025,false,5
34,Fashionable Belt Bag,,177,685,9/21/2024,false,3
35,Kids' Trampoline,,211,785,6/23/2025,false,3
36,Eco-Friendly Yoga Blocks,,21,658,10/19/2024,false,3
37,Chic Ankle Strap Heels,,39,541,12/2/2024,false,5
38,Sooji (Semolina),,85,612,4/9/2025,false,5
39,Classic Chicken Noodle Soup,,442,537,10/27/2024,false,5
40,Chunky Knit Sweater,,106,882,1/15/2025,true,5
41,Roasted Garlic Butter,,6,107,10/3/2024,true,2
42,Travel Luggage Scale,,335,747,2/9/2025,true,4
43,Yoga Strap,,367,398,2/24/2025,true,5
44,Fleece Hoodie,,34,615,11/19/2024,false,2
45,Canvas Tote Bag,,304,228,5/27/2025,true,2
46,Pineapple Rings,,50,347,10/4/2024,true,2
47,Smoky BBQ Jackfruit,,44,538,10/5/2024,true,1
48,Honey-Balsamic Vinaigrette,,241,429,8/18/2024,false,5
49,Outdoor Camping Hammock,,429,821,9/26/2024,false,5
50,Rainbow Veggie Chips,,426,729,12/13/2024,false,1
51,Pineapple Rings,,344,778,3/28/2025,true,2
52,Electric Ice Cream Maker,,245,345,2/22/2025,true,5
53,Window A/C Unit,,360,365,3/18/2025,true,3
54,Two-Tier Fruit Basket,,328,288,4/22/2025,true,3
55,Compressible Packing Cubes,,178,608,4/20/2025,true,5
56,Wall Decals for Kids,,246,892,2/16/2025,true,2
57,Organic Cucumber,,439,882,2/23/2025,true,5
58,Peanut Butter Filled Pretzels,,85,613,4/17/2025,true,3
59,Antique Style Clock,,15,109,6/16/2025,false,4
60,Fruit Infuser Water Bottle,,179,10,10/23/2024,true,5
61,Tomato Basil Pasta Sauce,,291,456,8/31/2024,false,1
62,Pet Training Clicker,,294,259,12/21/2024,true,3
63,Smartphone Tripod with Remote,,460,662,9/7/2024,false,5
64,Luxury Rolling Makeup Case,,120,146,12/8/2024,false,3
65,Lentil Vegetable Curry,,55,887,9/23/2024,true,4
66,Handmade Soap Making Kit,,481,614,11/15/2024,false,4
67,Organic Fruit Salad,,462,702,1/6/2025,false,2
68,Banana Peanut Butter Smoothie,,471,777,5/30/2025,false,1
69,Insulated Coffee Mug,,495,584,3/2/2025,false,3
70,Curried Lentil Salad,,462,55,4/3/2025,false,3
71,Diced Tomatoes (canned),,61,16,2/27/2025,true,3
72,Gluten-Free Biscuits,,252,921,4/1/2025,false,4
73,Savory Snack Mix,,391,82,8/7/2024,false,3
74,Organic Granola,,493,393,8/29/2024,false,3
75,Hummus Trio Pack,,460,444,12/11/2024,false,3
76,Pumpkin Spice Pancake Mix,,123,822,2/16/2025,true,1
77,Frozen Spinach,,491,91,12/31/2024,true,2
78,Margherita Pizza,,330,750,7/24/2024,false,2
79,Applewood Smoked Bacon,,386,426,2/22/2025,false,1
80,Granola Bars,,329,885,4/15/2025,true,4
81,Organic Almond Flour,,453,82,12/27/2024,false,2
82,Tomato Basil Pasta Sauce,,311,39,11/2/2024,false,1
83,Adjustable Kitchen Broom Stand,,33,637,12/8/2024,true,4
84,Tomatillo Salsa,,192,522,6/24/2025,false,4
85,Portable Charcoal Grill,,414,982,8/1/2024,false,4
86,Grilled Vegetable Medley,,258,660,3/21/2025,false,1
87,Nutritional Yeast,,249,803,3/21/2025,false,3
88,Men's Waterproof Hiking Boots,,244,388,2/8/2025,true,1
89,Reusable Coffee Filter,,91,338,11/17/2024,false,4
90,Honey Roasted Peanuts,,203,541,10/1/2024,false,4
91,Kids' Art Supplies Kit,,445,549,11/8/2024,true,2
92,Margherita Pizza,,93,482,2/19/2025,false,5
93,Pet Hair Vacuum Attachment,,233,539,3/5/2025,true,2
94,Pretzel Bites,,114,681,1/29/2025,true,2
95,Pet Carrier Backpack,,386,997,5/28/2025,false,2
96,Hiking Gaiters,,144,656,11/27/2024,false,4
97,Honey BBQ Ribs,,232,123,4/17/2025,true,3
98,Cranberry Orange Juice,,48,210,1/16/2025,true,3
99,Customizable Name Puzzle,,62,881,3/27/2025,true,3
100,Smart Thermostat,,363,869,9/4/2024,false,5
101,Tactical Backpack,,176,459,10/10/2024,true,5
102,Floral Summer Dress,,490,629,12/9/2024,false,4
103,Berry Smoothie Mix,,273,815,11/7/2024,false,3
104,Hand Mixer,,44,885,3/6/2025,false,2
105,Camera Lens Cleaning Kit,,64,71,1/20/2025,false,4
106,Outdoor Camping Lantern,,158,903,3/30/2025,false,4
107,Slim Fit Chinos,,169,88,9/26/2024,false,1
108,Pesto Pasta Salad,,15,564,6/24/2025,false,1
109,Classic White T-Shirt,,377,137,2/11/2025,true,5
110,Tandoori Chicken Marinade,,33,497,9/2/2024,true,3
111,Reversible Swimming Pool Lounger,,281,611,12/28/2024,false,4
112,Leather Notebook Cover,,367,794,10/23/2024,false,5
113,Smartphone Gimbal Stabilizer,,53,356,5/4/2025,false,1
114,Ginger Snaps,,117,344,9/8/2024,true,5
115,Multifunctional Pocket Tool,,382,501,4/12/2025,false,1
116,Chic Ankle Strap Heels,,157,607,8/28/2024,false,1
117,Kids' Dinosaur-Themed Lunchbox,,379,211,8/6/2024,true,3
118,Digital Stopwatch Timer,,161,516,12/31/2024,false,4
119,Smartphone Car Mount with Wireless Charging,,243,984,8/23/2024,true,3
120,Almond Milk Yogurt,,367,569,8/22/2024,true,5
121,Chocolate Covered Pretzels,,465,29,5/24/2025,true,3
122,Fitness Jump Rope,,366,189,12/11/2024,false,1
123,Berries Medley,,60,386,10/26/2024,true,5
124,Salsa Verde,,217,11,3/17/2025,true,2
125,Bird Feeder,,270,965,9/20/2024,true,3
126,Brazil Nuts,,423,894,7/1/2025,true,3
127,Salsa Verde,,165,839,5/20/2025,false,2
128,Chocolate Mint Cookies,,320,835,3/13/2025,false,2
129,Air Purifier,,277,305,3/2/2025,false,3
130,Pineapple Coconut Yogurt,,279,498,6/12/2025,false,5
131,Maple Cinnamon Granola,,403,703,6/1/2025,true,4
132,Chicken Sausage,,427,654,9/24/2024,false,4
133,Solar Garden Lights,,99,80,12/31/2024,false,1
134,Apple Cinnamon Breakfast Muffins,,398,312,2/14/2025,false,5
135,Wireless Charging Station,,419,703,4/18/2025,true,4
136,Smartphone Projector Kit,,400,805,5/3/2025,false,5
137,Organic Spinach,,385,68,3/8/2025,false,2
138,Organic Coconut Sugar,,299,27,1/21/2025,true,4
139,Inflatable Party Cooler,,258,791,2/4/2025,false,5
140,Streaming Device,,391,44,6/11/2025,false,4
141,Mediterranean Couscous,,449,638,2/14/2025,true,2
142,Honey BBQ Riblets,,407,392,1/24/2025,false,3
143,Insulated Coffee Mug,,342,55,9/3/2024,false,4
144,Electric Wax Warmer,,310,679,1/20/2025,true,4
145,Kids' Outdoor Explorer Kit,,387,45,1/13/2025,false,1
146,Brazil Nuts,,344,449,11/1/2024,true,3
147,Skincare Fridge,,315,75,12/2/2024,false,2
148,Granulated Sugar,,143,886,7/2/2025,true,3
149,Smartphone Tripod with Remote,,456,863,11/21/2024,false,1
150,Coconut Oil,,500,906,4/21/2025,true,3
151,Multi-Purpose Scissors,,495,49,4/16/2025,false,3
152,Sous Vide Cooker,,306,392,2/8/2025,false,2
153,Coffee Grinder,,193,424,9/10/2024,true,5
154,Vegan Protein Powder,,166,816,11/8/2024,true,4
155,Spicy Tuna Sushi Kit,,108,139,12/22/2024,false,1
156,Canned Coconut Milk,,355,370,6/7/2025,true,2
157,Mini Electric Kettle,,260,287,5/1/2025,true,1
158,Computer Monitor Stand,,98,407,11/1/2024,true,5
159,Vegetable and Cheese Quesadillas,,462,855,11/6/2024,true,5
160,Caramel Apple Taffy,,134,770,2/24/2025,true,2
161,Collapsible Water Bottle,,393,558,8/29/2024,false,2
162,Reusable Silicone Food Storage Bags,,73,833,9/7/2024,false,4
163,Organic Granola Cereal,,307,517,6/9/2025,true,5
164,Smart Scale,,98,368,10/7/2024,true,4
165,Cranberry Orange Oatmeal,,321,173,2/5/2025,true,2
166,Almond Butter Cookies,,305,216,1/12/2025,true,2
167,Herbed Chicken Breast,,16,202,2/11/2025,true,2
168,Mashed Sweet Potatoes,,491,721,5/1/2025,true,5
169,Coconut Flakes,,78,507,6/25/2025,true,2
170,Sushi Rice,,496,618,3/27/2025,false,2
171,Whisk Set,,442,860,1/30/2025,true,3
172,Wireless HDMI Transmitter,,314,161,7/10/2024,true,1
173,Snap-On Tupperware Set,,189,931,9/14/2024,true,3
174,Vintage Button-Down Shirt,,83,313,6/5/2025,true,2
175,Whole Grain Mustard,,369,105,11/6/2024,false,1
176,Collapsible Pet Dog Bowl,,56,114,2/26/2025,true,4
177,Lentil Vegetable Stew,,32,563,12/31/2024,true,4
178,Winter Insulated Jacket,,186,770,8/31/2024,false,5
179,Nutty Quinoa Salad,,295,564,7/11/2024,false,1
180,Red Lentil Pasta,,222,953,4/24/2025,false,3
181,Sweet Chili Dipping Sauce,,307,701,9/24/2024,true,5
182,Vintage Graphic Tee,,137,948,8/26/2024,false,1
183,Handmade Leather Journal,,136,66,11/29/2024,false,5
184,Classic Black Dress,,408,581,11/28/2024,true,2
185,Multi-Function Smartphone Holder,,202,679,2/23/2025,true,4
186,Casual Cropped Sweater,,117,911,8/30/2024,false,4
187,Essential Oil Roller Bottles,,380,948,5/27/2025,true,5
188,Spicy Kimchi,,41,164,9/7/2024,false,2
189,Blue Corn Tortilla Chips,,100,961,3/30/2025,false,3
190,High-Top Leather Boots,,336,174,12/4/2024,false,1
191,Fitness Foam Roller,,232,55,12/24/2024,true,3
192,Chipotle Black Bean Salad,,436,865,2/15/2025,false,2
193,Thai Coconut Curry Sauce,,398,950,12/28/2024,true,2
194,Frozen Vegetarian Pizza,,399,472,2/9/2025,false,3
195,Stainless Steel Straws,,383,830,8/6/2024,false,4
196,Artisan Bread,,67,586,12/13/2024,true,1
197,Pet Reflective Vest,,38,993,11/17/2024,true,4
198,Cold Brew Coffee Maker,,200,764,7/19/2024,true,4
199,Strawberry Banana Smoothie Pack,,420,941,6/6/2025,true,5
200,Peanut Butter Banana Smoothie Mix,,6,885,10/11/2024,false,1
201,Garlic Herb Marinade,,120,127,4/2/2025,true,5
202,Sweet and Spicy Barbecue Sauce,,223,285,4/27/2025,true,1
203,Organic Ramen Noodles,,195,555,1/19/2025,true,3
204,Wireless HDMI Receiver,,379,825,9/11/2024,true,3
205,Karaoke Microphone,,367,604,4/10/2025,false,3
206,Chiffon Blouse,,3,824,7/25/2024,false,3
207,Golf Putting Green,,492,363,4/26/2025,false,2
208,Streaming Device,,80,168,7/3/2025,false,3
209,Creamy Garlic Mashed Potatoes,,499,778,5/28/2025,false,3
210,Falafel Mix,,434,995,5/30/2025,true,4
211,Mediterranean Couscous,,364,592,11/18/2024,true,3
212,Garlic Parmesan Roasted Nuts,,327,589,9/23/2024,false,3
213,Toy Building Set,,335,673,7/25/2024,false,2
214,Mediterranean Chickpea Bowl,,457,844,1/15/2025,true,3
215,Voice-Controlled Speaker,,246,339,9/2/2024,false,1
216,Frozen Mixed Berries,,274,409,4/26/2025,false,1
217,Casual Cropped Sweater,,76,153,10/3/2024,false,1
218,Acoustic Guitar,,393,137,7/8/2024,true,1
219,Caramel Apple Chips,,447,61,7/15/2024,true,1
220,Caramelized Onion Dip,,208,451,10/19/2024,true,1
221,Sunglasses,,496,681,10/9/2024,true,2
222,Chia Seed Pudding Mix,,287,363,11/16/2024,true,3
223,Wooden Blocks,,188,685,3/8/2025,false,4
224,Stainless Steel BBQ Grill Set,,197,952,12/18/2024,false,1
225,Reusable Coffee Filter,,294,200,9/16/2024,false,3
226,Vanilla Pudding Mix,,113,265,4/3/2025,true,5
227,Car Vacuum Cleaner,,485,775,10/3/2024,true,4
228,Wireless Earbuds,,172,974,11/15/2024,false,4
229,BBQ Lentil Chips,,428,128,8/1/2024,false,3
230,Spinach and Ricotta Ravioli,,99,560,12/11/2024,false,5
231,Photo Album,,352,189,1/1/2025,true,4
232,Travel Jewelry Organizer,,104,910,7/9/2024,true,1
233,Wireless Charger,,452,391,2/3/2025,true,3
234,Wall-Mounted Organizer,,120,63,6/9/2025,true,1
235,Portable Solar Generator,,75,640,7/15/2024,true,4
236,Portable Hammock Swing,,229,478,10/26/2024,false,4
237,Dark Chocolate Almond Butter Cups,,274,816,8/30/2024,true,5
238,Almond Crunch Granola Bars,,468,458,7/23/2024,false,2
239,Grass Fed Beef Patties,,492,67,8/23/2024,false,1
240,Spicy Vegetable Sushi Rolls,,28,318,2/14/2025,false,5
241,Vegan Chocolate Cake Mix,,259,217,3/17/2025,false,2
242,Bamboo Cotton Tank Top,,195,350,7/31/2024,true,4
243,High-Top Leather Boots,,81,652,10/30/2024,false,2
244,Maple Pecan Granola,,70,852,6/10/2025,false,3
245,Rechargeable Hand Warmer,,262,268,2/20/2025,true,3
246,Chocolate Mint Protein Shake,,423,582,1/9/2025,true,5
247,Organic Chia Seeds,,31,798,12/21/2024,false,5
248,Fruit and Nut Medley,,344,516,7/7/2025,true,3
249,Crispy Kale Chips,,456,460,2/18/2025,true,5
250,Magnetic Screen Door,,115,353,5/11/2025,true,5
251,Pita Bread,,61,272,6/3/2025,true,5
252,Beef Enchilada Casserole,,274,906,12/16/2024,true,5
253,LED Christmas Tree Lights,,84,878,9/16/2024,true,4
254,Sesame Garlic Stir-Fry Sauce,,495,507,1/8/2025,false,2
255,Cinnamon Sugar Popcorn,,376,443,12/29/2024,true,2
256,Terry Cloth Robe,,485,99,6/12/2025,true,2
257,Wildflower Honey,,436,12,1/7/2025,true,1
258,Lightweight Rain Jacket,,204,558,7/1/2025,false,4
259,Puffer Winter Coat,,37,991,5/28/2025,true,1
260,Sooji (Semolina),,118,657,11/10/2024,true,3
261,LED Strip Light Kit,,232,913,10/17/2024,false,5
262,Beef Taco Skillet,,96,885,11/12/2024,true,2
263,Insulated Lunch Box,,129,52,11/10/2024,false,3
264,Indoor Grill,,237,941,11/7/2024,false,5
265,Graphic Tee,,389,769,12/15/2024,false,3
266,LED Christmas Lights,,283,771,6/19/2025,true,5
267,Baking Powder,,347,434,11/5/2024,false,2
268,Travel Mug with Leak-Proof Lid,,66,75,10/3/2024,true,1
269,Organic Cereal Bars,,234,15,11/29/2024,true,5
270,Sunglasses Case,,203,371,10/11/2024,true,4
271,Plant-Based Protein Bars,,150,369,10/27/2024,false,3
272,Air Purifier,,405,298,6/27/2025,false,3
273,Himalayan Pink Salt,,237,795,12/2/2024,false,5
274,Cotton Tote Bag Set,,245,586,5/15/2025,true,5
275,Customizable Name Puzzle,,456,222,4/28/2025,false,5
276,Blue Corn Tortilla Chips,,115,147,2/26/2025,true,4
277,Ripped Boyfriend Jeans,,402,189,8/15/2024,false,3
278,Kids' Outdoor Explorer Kit,,331,90,4/11/2025,false,5
279,Sweet Potato Mash,,454,903,1/16/2025,false,2
280,Peach Mango Smoothie,,309,376,4/10/2025,false,4
281,Garlic Parmesan Roasted Potatoes,,14,393,5/29/2025,true,3
282,Peas (frozen),,12,893,12/27/2024,false,1
283,Cocoa Powder,,380,771,11/18/2024,true,4
284,Beef Enchilada Casserole,,93,126,6/18/2025,true,2
285,Pineapple Coconut Yogurt,,365,875,8/24/2024,false,4
286,Sun-Dried Tomatoes,,203,891,2/16/2025,false,4
287,Frozen Fruit Medley,,490,816,10/12/2024,false,5
288,Chocolate Syrup,,267,342,7/13/2024,false,1
289,Mediterranean Chickpea Bowl,,22,278,2/6/2025,true,1
290,Crispy Potato Tots,,165,661,4/24/2025,false,2
291,Coconut Almond Granola,,139,836,5/13/2025,true,3
292,Organic Quinoa Chips,,412,996,9/27/2024,false,4
293,High-Pressure Handheld Shower Head,,448,128,1/11/2025,false,5
294,Cranberry Pecan Granola,,118,651,3/24/2025,true,5
295,Watering Can with Nozzle,,468,656,2/9/2025,false,5
296,Dog Walking Waist Pack,,126,74,8/9/2024,true,2
297,Compact Pop-Up Tent,,452,337,5/14/2025,true,5
298,Smart Home Hub,,33,188,9/2/2024,false,1
299,Italian Herb Balsamic Marinade,,434,40,6/28/2025,false,4
300,Lemon Sorbet,,175,766,10/10/2024,false,3
301,Portable Campfire,,426,775,4/19/2025,false,4
302,Coconut Curry Chicken,,288,420,8/26/2024,true,2
303,Electric Wax Warmer,,469,414,11/15/2024,false,5
304,Motorcycle Phone Mount,,225,694,5/17/2025,false,1
305,Homestyle Chicken Noodle Soup,,375,392,9/21/2024,true,2
306,Arcade Game Machine,,358,761,7/20/2024,true,4
307,Cocoa Powder,,261,991,8/30/2024,true,2
308,Wall Art,,473,524,1/19/2025,true,3
309,Glass Water Bottle,,484,65,1/1/2025,true,5
310,Organic Black Rice,,54,773,7/5/2025,true,3
311,Electric Wine Opener,,141,356,10/14/2024,true,5
312,Plant Watering Spikes,,182,477,6/8/2025,false,2
313,Foam Building Blocks for Kids,,223,376,1/6/2025,true,2
314,Diced Tomatoes (canned),,408,343,7/23/2024,true,1
315,Mango Salsa,,427,151,2/7/2025,true,5
316,Ricotta Cheese,,493,831,10/12/2024,true,3
317,Camping Lantern,,71,686,11/13/2024,false,3
318,Ginger Snaps,,48,874,8/3/2024,false,3
319,Chilli Lime Corn on the Cob,,241,40,3/3/2025,false,1
320,Craft Beer Mustard,,261,114,1/1/2025,false,5
321,Chocolate Chip Cookie Dough,,231,388,11/9/2024,false,1
322,Pita Bread,,475,877,10/13/2024,false,4
323,Portable Pet Bathing Tool,,17,733,1/18/2025,true,5
324,DIY Lip Balm Making Kit,,485,170,12/26/2024,false,1
325,Sweet Potatoes (organic),,235,537,12/18/2024,false,4
326,Coconut Lime Rice,,460,320,2/9/2025,true,3
327,Dish Rack,,387,138,1/15/2025,true,5
328,Interchangeable Watch Bands,,5,684,9/20/2024,false,1
329,Ginger Turmeric Shots,,321,536,3/11/2025,true,2
330,Almond Flour Biscuits,,335,613,11/1/2024,true,4
331,Beef Tacos,,73,279,6/25/2025,false,1
